1466356628,41.827267,-71.39152,5.0,0.0
1466356629,41.82731,-71.39151,39.0,0.0
1466356638,41.82732,-71.391556,29.0,0.0
1466356656,41.827328,-71.39159,34.0,0.0
1466356660,41.827343,-71.3916,31.0,0.0
1466356692,41.827347,-71.39158,28.0,0.0
1466356895,41.827457,-71.3916,33.0,1.0
1466356935,41.827427,-71.3916,34.0,0.0
1466357032,41.827435,-71.391556,31.0,1.0
1466357065,41.82738,-71.391556,28.0,1.0
1466357131,41.827366,-71.39139,30.0,1.0
1466357134,41.827408,-71.391266,14.0,1.5
1466357140,41.827328,-71.391136,15.0,1.0
1466357143,41.82724,-71.391,26.0,2.75
1466357146,41.82725,-71.39083,24.0,3.5
1466357158,41.82735,-71.390686,37.0,1.75
1466357171,41.827305,-71.39054,33.0,0.75
1466357177,41.82736,-71.3904,28.0,1.5
1466357189,41.827366,-71.39027,27.0,1.0
1466357194,41.82742,-71.390144,28.0,1.75
1466357206,41.82731,-71.38999,30.0,2.0
1466357217,41.827335,-71.38985,35.0,0.25
1466357222,41.827415,-71.38978,37.0,0.5
1466357232,41.827427,-71.38962,34.0,1.75
1466357239,41.82746,-71.3894,28.0,3.0
1466357252,41.827446,-71.389244,30.0,1.5
1466357259,41.827457,-71.38909,34.0,1.25
1466357265,41.827473,-71.388954,32.0,1.0
1466357277,41.827522,-71.388824,31.0,0.75
1466357293,41.82764,-71.38878,37.0,1.5
1466357301,41.827724,-71.388695,33.0,0.75
1466357313,41.827827,-71.38864,28.0,0.75
1466357321,41.82794,-71.38866,24.0,1.0
1466357329,41.828033,-71.38858,23.0,0.75
1466357339,41.828136,-71.38861,19.0,1.0
1466357347,41.82823,-71.388626,23.0,1.0
1466357354,41.82833,-71.388596,29.0,1.25
1466357368,41.82843,-71.38854,32.0,1.0
1466357376,41.828545,-71.38854,28.0,1.25
1466357390,41.828636,-71.38845,30.0,0.75
1466357396,41.82874,-71.38844,29.0,0.5
1466357404,41.828835,-71.388306,30.0,1.75
1466357415,41.828945,-71.388306,39.0,0.75
1466357425,41.82906,-71.38824,36.0,1.0
1466357438,41.829178,-71.38824,34.0,0.5
1466357442,41.82924,-71.388336,28.0,0.75
1466357450,41.829346,-71.38834,27.0,1.0
1466357461,41.829456,-71.38826,31.0,0.75
1466357475,41.82957,-71.388245,27.0,0.75
1466357484,41.829674,-71.38817,28.0,0.75
1466357493,41.82969,-71.38802,34.0,0.5
1466357524,41.82981,-71.38799,32.0,0.75
1466357533,41.829926,-71.38796,26.0,0.25
1466357546,41.83004,-71.38793,25.0,1.25
1466357554,41.830067,-71.38778,22.0,1.25
1466357564,41.830074,-71.38761,27.0,1.25
1466357633,41.829853,-71.38756,25.0,1.5
1466357763,41.830067,-71.38748,41.0,0.75
1466357922,41.830063,-71.38764,34.0,0.75
1466357936,41.83015,-71.38771,36.0,0.0
1466358737,41.830128,-71.38774,34.0,0.75
1466358739,41.830097,-71.38774,32.0,0.75
1466358745,41.83009,-71.38778,33.0,1.0
